TimeResultsWereReceived	MD5HashOfParticipantsIPAddress	ControllerName	ItemNumber	ElementNumber	Type	Group	WordNumber	Word	Alternative	WordOn	Correct	ReadingTimeToFirstAnswer	Sentence	TotalTimeToCorrectAnswer
1586865099	2	Maze	59	0	filler	32	7	the	ha	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	8	kids	ha	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	9	had	sun	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	10	to	lake	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	11	leave	forms	0	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	12	to	link	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	13	go	jack	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	14	to	size	0	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	59	0	filler	32	15	class.	feels.	1	no	None	The bully punched the kid after all the kids had to leave to go to class.	None
1586865099	2	Maze	29	0	critical_g	11	0	The	x-x-x	0	no	55	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	1	statement	endorses	0	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	2	that	air	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	3	the	guys	0	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	4	senator	confirm	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	5	who	ass	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	6	the	ways	0	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	7	diplomat	rewarded	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	8	opposed	masters	0	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	9	was	bus	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	10	winning	century	0	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	11	really	happen	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	12	made	web	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	13	him	wall	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	29	0	critical_g	11	14	angry.	drama.	1	no	None	The statement that the senator who the diplomat opposed was winning really made him angry.	None
1586865099	2	Maze	64	0	filler	37	0	The	x-x-x	0	no	42	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	1	spider	enclosing	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	2	that	sad	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	3	the	cent	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	4	boy	been	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	5	who	hell	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	6	was	pro	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	7	in	say	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	8	the	jack	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	9	yard	earn	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	10	captured	resource	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	11	scared	expert	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	12	the	file	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	13	dog	gets	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	14	since	ended	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	15	it	list	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	16	was	per	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	17	larger	decide	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	18	than	lady	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	19	the	anti	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	20	average	imagine	1	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	64	0	filler	37	21	spider.	quotes.	0	no	None	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	None
1586865099	2	Maze	76	0	filler	49	0	The	x-x-x	0	no	45	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	1	janitor	conclude	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	2	who	fat	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	3	the	us	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	4	doorman	intakes	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	5	who	east	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	6	was	ones	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	7	at	miss	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	8	the	ha	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	9	hotel	today	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	10	chatted	bedding	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	11	with	mid	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	12	bothered	tendency	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	13	a	vote	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	14	guest	woods	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	15	but	oh	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	16	the	law	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	17	manager	however	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	18	decided	healthy	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	19	not	rest	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	20	to	kid	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	21	fire	wide	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	22	him	road	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	23	for	lake	1	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	76	0	filler	49	24	it.	jack.	0	no	None	The janitor who the doorman who was at the hotel chatted with bothered a guest but the manager decided not to fire him for it.	None
1586865099	2	Maze	50	0	filler	23	0	The	x-x-x	0	no	61	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	1	roommate	attest	0	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	2	takes	doubt	1	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	3	out	sold	0	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	4	the	lose	0	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	5	garbage	enables	1	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	6	every	worst	1	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	50	0	filler	23	7	week.	anti.	0	no	None	The roommate takes out the garbage every week.	None
1586865099	2	Maze	67	0	filler	40	0	The	x-x-x	0	no	48	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	67	0	filler	40	1	private	reproduce	0	no	None	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	67	0	filler	40	2	tutor	bumps	1	no	None	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	67	0	filler	40	3	explained	amendment	1	no	None	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	67	0	filler	40	4	the	lot	0	no	None	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	67	0	filler	40	5	assignment	kilometers	1	no	None	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	67	0	filler	40	6	carefully.	centuries.	1	no	None	The private tutor explained the assignment carefully.	None
1586865099	2	Maze	65	0	filler	38	0	The	x-x-x	0	no	32	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	1	sportsman	incurring	0	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	2	goes	hear	0	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	3	jogging	outback	0	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	4	in	hope	1	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	5	the	fell	1	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	6	park	been	0	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	65	0	filler	38	7	regularly.	processes.	0	no	None	The sportsman goes jogging in the park regularly.	None
1586865099	2	Maze	70	0	filler	43	0	The	x-x-x	0	no	35	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	1	hippies	possesses	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	2	who	sale	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	3	the	room	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	4	police	anyone	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	5	at	oh	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	6	the	fit	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	7	concert	writers	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	8	arrested	resource	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	9	complained	completion	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	10	to	kill	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	11	the	cup	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	12	officials	discussed	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	13	while	worst	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	14	the	damn	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	15	last	yes	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	16	act	grow	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	17	was	sick	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	18	going	worry	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	19	on	sir	1	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	70	0	filler	43	20	stage.	older.	0	no	None	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	None
1586865099	2	Maze	20	0	critical_u	6	0	The	x-x-x	0	no	32	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	1	speculation	protects	1	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	2	that	sea	0	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	3	the	mom	1	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	4	student	towards	0	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	5	who	me	0	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	6	the	true	1	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	7	professor	including	0	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	8	hated	brush	0	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	9	made	pick	0	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	10	the	ass	1	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	11	professor	everybody	1	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	20	0	critical_u	6	12	happy.	gonna.	1	no	None	The speculation that the student who the professor hated made the professor happy.	None
1586865099	2	Maze	88	0	filler	61	0	The	x-x-x	0	yes	1360	The casino hired the daredevil because he was confident that everything would go according to plan.	1360
1586865099	2	Maze	88	0	filler	61	1	casino	commences	0	yes	1566	The casino hired the daredevil because he was confident that everything would go according to plan.	1566
1586865099	2	Maze	88	0	filler	61	2	hired	sword	0	yes	1349	The casino hired the daredevil because he was confident that everything would go according to plan.	1349
1586865099	2	Maze	88	0	filler	61	3	the	yes	1	yes	774	The casino hired the daredevil because he was confident that everything would go according to plan.	774
1586865099	2	Maze	88	0	filler	61	4	daredevil	universes	0	yes	2012	The casino hired the daredevil because he was confident that everything would go according to plan.	2012
1586865099	2	Maze	88	0	filler	61	5	because	protect	1	yes	1166	The casino hired the daredevil because he was confident that everything would go according to plan.	1166
1586865099	2	Maze	88	0	filler	61	6	he	does	1	yes	650	The casino hired the daredevil because he was confident that everything would go according to plan.	650
1586865099	2	Maze	88	0	filler	61	7	was	her	1	yes	837	The casino hired the daredevil because he was confident that everything would go according to plan.	837
1586865099	2	Maze	88	0	filler	61	8	confident	describes	1	yes	897	The casino hired the daredevil because he was confident that everything would go according to plan.	897
1586865099	2	Maze	88	0	filler	61	9	that	add	0	yes	890	The casino hired the daredevil because he was confident that everything would go according to plan.	890
1586865099	2	Maze	88	0	filler	61	10	everything	understand	0	yes	6252	The casino hired the daredevil because he was confident that everything would go according to plan.	6252
1586865099	2	Maze	88	0	filler	61	11	would	china	1	yes	716	The casino hired the daredevil because he was confident that everything would go according to plan.	716
1586865099	2	Maze	88	0	filler	61	12	go	six	1	yes	744	The casino hired the daredevil because he was confident that everything would go according to plan.	744
1586865099	2	Maze	88	0	filler	61	13	according	authority	0	yes	715	The casino hired the daredevil because he was confident that everything would go according to plan.	715
1586865099	2	Maze	88	0	filler	61	14	to	ways	1	yes	638	The casino hired the daredevil because he was confident that everything would go according to plan.	638
1586865099	2	Maze	88	0	filler	61	15	plan.	down.	0	yes	829	The casino hired the daredevil because he was confident that everything would go according to plan.	829
1586865099	2	Maze	21	0	critical_g	7	0	The	x-x-x	0	yes	653	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	653
1586865099	2	Maze	21	0	critical_g	7	1	assurance	realizes	1	yes	852	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	852
1586865099	2	Maze	21	0	critical_g	7	2	that	slow	0	yes	1115	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	1115
1586865099	2	Maze	21	0	critical_g	7	3	the	hear	1	yes	593	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	593
1586865099	2	Maze	21	0	critical_g	7	4	mobster	hairpin	1	no	1667	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	5	who	oh	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	6	the	cent	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	7	media	which	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	8	portrayed	footsteps	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	9	had	trip	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	10	disappeared	importantly	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	11	turned	summer	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	12	out	week	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	13	to	cup	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	14	be	sick	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	21	0	critical_g	7	15	true.	rate.	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586865099	2	Maze	33	0	critical_g	13	0	The	x-x-x	0	yes	675	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	675
1586865099	2	Maze	33	0	critical_g	13	1	conclusion	derives	0	yes	1157	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	1157
1586865099	2	Maze	33	0	critical_g	13	2	that	yeah	1	yes	692	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	692
1586865099	2	Maze	33	0	critical_g	13	3	the	jack	1	no	870	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	4	victims	connect	0	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	5	who	lake	0	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	6	the	mid	1	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	7	criminal	continue	0	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	8	assaulted	accessing	1	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	9	were	sort	0	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	10	surviving	animation	0	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	11	calmed	duplex	1	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	12	everyone	standing	0	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	33	0	critical_g	13	13	down.	ha.	1	no	None	The conclusion that the victims who the criminal assaulted were surviving calmed everyone down.	None
1586865099	2	Maze	91	0	filler	64	0	The	x-x-x	0	yes	628	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	628
1586865099	2	Maze	91	0	filler	64	1	prisoner	certainly	0	yes	1492	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1492
1586865099	2	Maze	91	0	filler	64	2	who	luck	1	yes	3545	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	3545
1586865099	2	Maze	91	0	filler	64	3	the	fine	0	yes	1280	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1280
1586865099	2	Maze	91	0	filler	64	4	guard	aimed	0	yes	1284	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1284
1586865099	2	Maze	91	0	filler	64	5	attacked	suitable	0	yes	1096	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1096
1586865099	2	Maze	91	0	filler	64	6	tackled	teaming	1	yes	1046	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1046
1586865099	2	Maze	91	0	filler	64	7	the	mind	0	yes	719	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	719
1586865099	2	Maze	91	0	filler	64	8	warden	invent	0	yes	1185	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1185
1586865099	2	Maze	91	0	filler	64	9	although	congress	0	yes	1288	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1288
1586865099	2	Maze	91	0	filler	64	10	he	mom	0	yes	825	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	825
1586865099	2	Maze	91	0	filler	64	11	had	grow	1	yes	1348	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1348
1586865099	2	Maze	91	0	filler	64	12	no	boy	1	yes	985	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	985
1586865099	2	Maze	91	0	filler	64	13	intention	describes	1	yes	1004	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1004
1586865099	2	Maze	91	0	filler	64	14	of	pick	0	yes	2231	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	2231
1586865099	2	Maze	91	0	filler	64	15	trying	author	0	yes	1531	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	1531
1586865099	2	Maze	91	0	filler	64	16	to	walk	0	yes	411	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	411
1586865099	2	Maze	91	0	filler	64	17	escape.	poetry.	1	yes	967	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	967
1586865099	2	Maze	45	0	critical_g	19	0	The	x-x-x	0	yes	504	The evidence that the CEO who the employee impressed was retiring was entirely correct.	504
1586865099	2	Maze	45	0	critical_g	19	1	evidence	befriends	0	yes	1564	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1564
1586865099	2	Maze	45	0	critical_g	19	2	that	lord	1	yes	1626	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1626
1586865099	2	Maze	45	0	critical_g	19	3	the	oh	0	yes	947	The evidence that the CEO who the employee impressed was retiring was entirely correct.	947
1586865099	2	Maze	45	0	critical_g	19	4	CEO	Ms	0	yes	880	The evidence that the CEO who the employee impressed was retiring was entirely correct.	880
1586865099	2	Maze	45	0	critical_g	19	5	who	ways	1	yes	1215	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1215
1586865099	2	Maze	45	0	critical_g	19	6	the	okay	0	yes	798	The evidence that the CEO who the employee impressed was retiring was entirely correct.	798
1586865099	2	Maze	45	0	critical_g	19	7	employee	annoying	1	yes	1009	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1009
1586865099	2	Maze	45	0	critical_g	19	8	impressed	ancestors	0	yes	883	The evidence that the CEO who the employee impressed was retiring was entirely correct.	883
1586865099	2	Maze	45	0	critical_g	19	9	was	okay	1	yes	821	The evidence that the CEO who the employee impressed was retiring was entirely correct.	821
1586865099	2	Maze	45	0	critical_g	19	10	retiring	scissors	0	yes	1837	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1837
1586865099	2	Maze	45	0	critical_g	19	11	was	send	0	yes	1677	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1677
1586865099	2	Maze	45	0	critical_g	19	12	entirely	agencies	0	yes	1429	The evidence that the CEO who the employee impressed was retiring was entirely correct.	1429
1586865099	2	Maze	45	0	critical_g	19	13	correct.	command.	0	yes	757	The evidence that the CEO who the employee impressed was retiring was entirely correct.	757
1586865099	2	Maze	95	0	filler	68	0	The	x-x-x	0	yes	502	The student quickly finished his homework assignments.	502
1586865099	2	Maze	95	0	filler	68	1	student	putting	1	yes	863	The student quickly finished his homework assignments.	863
1586865099	2	Maze	95	0	filler	68	2	quickly	healthy	1	yes	1127	The student quickly finished his homework assignments.	1127
1586865099	2	Maze	95	0	filler	68	3	finished	southern	1	yes	993	The student quickly finished his homework assignments.	993
1586865099	2	Maze	95	0	filler	68	4	his	wife	1	yes	642	The student quickly finished his homework assignments.	642
